Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
(Love Is Like A) Baseball Game,The Intruders,spotify:track:4Lg5z4lC7u1GPSeYvHPPi6,0.654,0.539,0,-7.825,1,0.0274,0.748,0,0.168,0.849,88.978,165920,4,36.55235,9
Alfie,Cilla Black,spotify:track:2IqtBxwRgNOt7YWMmulrUZ,0.306,0.257,10,-10.658,1,0.0309,0.941,0.00654,0.118,0.157,145.148,159760,4,46.42505,8
Jean,Oliver,spotify:track:5v4sUZA2Oyni7EtBL586V7,0.323,0.127,3,-15.66,1,0.0321,0.841,0.00413,0.117,0.394,92.637,200067,3,40.78117,8
A Woman's Love,Carla Thomas,spotify:track:53HP1YlOvzYkImudH6FN6K,0.462,0.322,0,-10.46,1,0.0286,0.702,4.01e-05,0.519,0.634,170.444,174640,3,32.7001,9
Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding,spotify:track:1LIM0zOPitSNpUIU8H1BNQ,0.751,0.364,10,-11.987,1,0.0308,0.468,0.00418,0.186,0.882,97.972,166093,4,41.65838,7
The Popeye Waddle,Don Covay,spotify:track:1Tz6nZQahJrax0bZCh9MCh,0.629,0.699,8,-7.346,1,0.0718,0.219,0.00111,0.0319,0.793,75.049,148400,4,52.16832,7
Beg Me,Chuck Jackson,spotify:track:0zpgTi6oebwADr9jFgPcCk,0.581,0.77,10,-5.901,0,0.0795,0.212,1.8e-06,0.0649,0.663,91.994,160027,4,54.61669,7
Gee Baby (I'm Sorry),The Three Degrees,spotify:track:767VUkizCBYobm7c3l9yey,0.412,0.358,11,-10.461,1,0.0269,0.872,0,0.125,0.533,106.036,124200,4,52.05599,5
The Sound Of Silence,Simon & Garfunkel,spotify:track:5y788ya4NvwhBznoDIcXwK,0.525,0.216,6,-13.551,1,0.0301,0.837,0,0.107,0.328,106.761,185413,4,31.3198,10
Gonna Get Along Without Ya' Now,Trini Lopez,spotify:track:3MedejWo5Q7hYLR6epEDTp,0.761,0.551,5,-11.621,1,0.0405,0.777,5.31e-05,0.101,0.927,81.436,114613,4,34.76052,6
The Loco-Motion,Little Eva,spotify:track:1hClDWPgajpLIFjLOkFuau,0.636,0.893,3,-6.311,1,0.047,0.674,0.00143,0.176,0.887,129.664,148627,4,30.92945,8
Honey,Bobby Goldsboro,spotify:track:2Qhvi6R73Zj3cpzRYzcAww,0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,238733,4,32.58403,13
Four Walls,Kay Starr,spotify:track:2kfg06FVwWBUY6BrjMavh8,0.221,0.238,10,-8.749,1,0.0296,0.974,2.54e-05,0.333,0.151,86.2,188027,3,26.70739,8
Shake And Fingerpop,Jr. Walker & The All Stars,spotify:track:10EeysK2xPjkUT7DxPAKFG,0.678,0.744,5,-6.714,0,0.0445,0.0724,0,0.062,0.961,122.297,163533,4,15.70459,8
Do You Love Me,The Contours,spotify:track:5MbNAHqNksNDycMZ0WUaO5,0.62,0.81,5,-6.594,1,0.039,0.432,0,0.0843,0.793,150.738,172400,4,35.95946,7
The Son Of Hickory Holler's Tramp,O.C. Smith,spotify:track:63UCz2y3eAmYkkuKZ9WnsT,0.657,0.562,5,-11.226,1,0.0609,0.63,6.85e-06,0.0748,0.887,145.326,233173,4,46.82045,11
Queen Of The House,Jody Miller,spotify:track:64NwEdfzwUGorCzC9tYZFA,0.644,0.217,1,-18.303,1,0.136,0.0367,0,0.0883,0.507,129.824,138960,4,17.65756,8
Shake Sherry,The Contours,spotify:track:0LwsGW8kZ2xQkhbYiCAYKG,0.708,0.832,5,-2.993,1,0.0325,0.559,0.000149,0.411,0.936,120.749,162947,4,20.58211,11
Stand By Me,Spyder Turner,spotify:track:6QeBPf8oEpIU55p1LqiUJv,0.686,0.665,10,-8.056,1,0.0274,0.0183,0.00369,0.067,0.587,95.851,284893,4,24.10931,16
If You've Got A Heart,Bobby Goldsboro,spotify:track:4on16ARfYTBVeNBk8qQA43,0.858,0.61,9,-7.824,1,0.0416,0.0405,0.0011,0.0578,0.951,128.218,158721,4,38.2271,8
(You Can't Let The Boy Overpower) The Man In You,The Miracles,spotify:track:5pQdkHkwQfLMkUE5UaTN2A,0.393,0.518,7,-8.026,1,0.0403,0.422,0,0.192,0.716,140.742,175893,3,51.30313,8
La - La - Means I Love You,The Delfonics,spotify:track:58CUIzSxNpQUFvTCd8tntH,0.365,0.548,2,-7.727,1,0.0288,0.678,0,0.184,0.623,171.242,200907,4,27.46801,11
Hey You! Little Boo-Ga-Loo,Chubby Checker,spotify:track:3fMt2d233szyKPYL7Znact,0.559,0.938,6,-6.355,1,0.117,0.51,0,0.665,0.886,182.416,138147,4,26.13275,8
White Rabbit,Jefferson Airplane,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,27.74136,9
You,Marvin Gaye,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,0.653,0.49,0,-10.106,1,0.0408,0.323,4.13e-06,0.0832,0.963,110.202,177773,4,45.44257,8
Tender Years,George Jones,spotify:track:3xsMYWnmdjSMLU8tVLVCVV,0.5,0.199,2,-15.773,1,0.0316,0.866,0.000806,0.202,0.364,91.819,144773,3,34.86454,10
I Can't Stop Loving You,Count Basie,spotify:track:3rGZUTr7tBqpnN7YOXnpAp,0.459,0.446,5,-7.341,1,0.031,0.564,0.00432,0.111,0.483,86.176,274267,4,49.3626,8
"Green, Green Grass Of Home",Tom Jones,spotify:track:5BFWQXNGPYadZxNKxY1UfU,0.543,0.41,8,-13.253,1,0.0268,0.157,0,0.0996,0.817,95.363,184893,4,25.11132,11
Hitch It To The Horse,The Fantastic Johnny C,spotify:track:5LU3vHhlWMX3Pixk28VR4t,0.733,0.792,1,-5.989,1,0.14,0.132,0.0222,0.338,0.964,151.415,165107,4,47.05548,7
Galveston,Glen Campbell,spotify:track:7GCNh1ibQiae8aimaEUOFq,0.526,0.52,5,-8.918,1,0.0296,0.202,0.000329,0.156,0.675,118.404,161067,4,33.4513,8
I Only Have Eyes For You,The Lettermen,spotify:track:0PrXe1sVQoYMeP70ZjEyP1,0.455,0.274,4,-14.806,1,0.0266,0.708,0.00454,0.121,0.328,90.834,153733,4,38.31476,6
Have A Little Faith,David Houston,spotify:track:6DyGA9SgVADFAJsduweUFO,0.629,0.467,7,-12.597,1,0.0408,0.605,0.00667,0.132,0.606,133.276,139573,4,130.29356,3
Shame On Me,Bobby Bare,spotify:track:1ehJNXPYU0Uq1IO9KCJJbV,0.639,0.315,7,-12.518,1,0.0258,0.882,0.000839,0.139,0.711,103.976,164800,4,27.9189,10
All Cried Out,Dusty Springfield,spotify:track:5kSEYDFCbFH0kxMwLh4iVx,0.483,0.713,0,-7.172,1,0.026,0.551,1e-05,0.322,0.66,98.824,181867,4,34.357,10
I'll Never Fall In Love Again,Burt Bacharach,spotify:track:5aYR2yKYdcWxX7gAO2CYps,0.637,0.46,5,-9.063,1,0.0344,0.512,0.00278,0.143,0.446,125.836,200000,4,40.99336,9
Stop Stop Stop,The Hollies,spotify:track:3Jw2A9SC8zhntx4ON9VabX,0.597,0.66,4,-10.812,0,0.0331,0.132,0,0.0948,0.742,136.283,174533,4,63.26553,7
It Tears Me Up,Percy Sledge,spotify:track:58wullwJKOgd2ePaso2WlT,0.58,0.334,4,-11.141,1,0.0442,0.227,1.01e-06,0.101,0.457,70.66,170413,3,43.47874,7
You're No Good,Betty Everett,spotify:track:0eAvTDkEwjRMdD8gdMqB18,0.706,0.401,10,-9.962,0,0.0521,0.935,0.00157,0.543,0.763,110.261,136919,4,40.84682,7
If,The Paragons,spotify:track:3TX4LYL1VNKAfASr9rUP02,0.324,0.387,0,-11.883,1,0.0338,0.496,7.09e-05,0.122,0.171,103.263,155240,3,39.75933,9
My Little Chickadee,The Foundations,spotify:track:1S5fUiFmKltr00XfSRHNwf,0.669,0.665,0,-5.686,1,0.0671,0.146,0,0.193,0.681,125.491,180227,4,43.22732,11
If You Want This Love,Sonny Knight,spotify:track:4ZUoxQRuDxESt8m6bSNDlp,0.75,0.255,9,-16.059,0,0.099,0.754,2.44e-05,0.0901,0.655,109.12,124413,4,45.55182,6
Trouble In Mind,Nina Simone,spotify:track:1MBgXSmV94CZZT2dXyctBb,0.495,0.373,0,-10.609,0,0.0377,0.823,0,0.0901,0.729,106.068,160840,4,23.05433,9
Smokie - Part 2,Bill Black's Combo,spotify:track:2QjX4ski2BvfkHyT2sszyB,0.769,0.273,0,-9.071,1,0.0425,0.314,0.952,0.0911,0.763,117.883,142733,4,50.89334,6
Getting Mighty Crowded,Betty Everett,spotify:track:0MUli897soECfYgzY3le4i,0.61,0.47,5,-11.599,1,0.0513,0.863,0.00121,0.236,0.809,124.564,138266,4,41.65845,8
The Girl Most Likely,Jeannie C. Riley,spotify:track:2qHG3p5MBUvTqhrGRbAly8,0.643,0.707,5,-12.41,1,0.0855,0.309,3.79e-06,0.104,0.936,188.001,129333,4,45.76085,6
Your Husband - My Wife,Brooklyn Bridge,spotify:track:1HKbVZR4qpJYRp1b0kRGm3,0.529,0.595,11,-8.274,1,0.0374,0.352,0,0.968,0.509,96.091,201773,4,38.39834,9
The Door Is Open,Tommy Hunt,spotify:track:3K5ITgUFrFIWgEDM4kBcOk,0.436,0.286,3,-11.957,1,0.0266,0.732,0.00242,0.131,0.347,95.836,160840,3,60.13604,8
Just Ain't Enough Love,Eddie Holland,spotify:track:0AsLUbhdZkGn5ZIN3X81n2,0.62,0.66,5,-3.642,1,0.0342,0.283,0,0.414,0.442,65.578,146613,4,30.03767,8
Don't Play That Song (You Lied),Ben E. King,spotify:track:3lIqfUii9duwbnNveBFWEB,0.721,0.441,1,-10.079,0,0.0753,0.773,0,0.193,0.632,110.181,178009,4,58.79532,8
Young Boy Blues,Ben E. King,spotify:track:0qqGmtLGZidu6B5WrH6dh3,0.34,0.448,0,-11.452,1,0.0363,0.594,2.36e-06,0.293,0.657,169.522,142249,3,36.40172,8
In Our Time,Nancy Sinatra,spotify:track:13ta4h3JwEmiRzoEZetyd9,0.365,0.687,11,-10.55,0,0.0638,0.232,0,0.0745,0.562,155.593,159321,4,32.7772,9
Treat My Baby Good,Bobby Darin,spotify:track:2nH8k1bk6a5q9cGR5aeWg5,0.612,0.332,0,-12.355,1,0.0395,0.814,0,0.169,0.844,141.68,116933,4,48.77738,5
Cry,Ronnie Dove,spotify:track:30bxwrpUzdHZYMslOnmA2n,0.256,0.355,11,-12.827,1,0.0434,0.802,0.000187,0.254,0.372,72.275,179920,4,35.80117,9
Curly,Jimmy Clanton,spotify:track:0c0zlxvVFAVFezIkJ3N1t5,0.514,0.429,5,-11.564,1,0.0474,0.462,0,0.278,0.65,129.043,165094,4,41.58322,10
Let The Good Times Roll,Roy Orbison,spotify:track:4vqZep7dEFi5MOByjUV6sX,0.549,0.73,4,-8.721,0,0.0405,0.271,0.000496,0.136,0.914,133.76,150307,4,22.9908,9
I'm The Lonely One,Cliff Richard,spotify:track:0pDAuaAcfmfz7OWtYqHkW5,0.569,0.669,2,-7.181,1,0.0412,0.609,0,0.108,0.756,109.374,140307,4,43.57927,8
Goodbye Columbus,The Association,spotify:track:3ZataHBrE33PYEeReqFtKK,0.573,0.62,1,-5.926,1,0.0303,0.576,0,0.122,0.648,142.222,142067,4,26.266,8
Dance With Me,The Mojo Men,spotify:track:2cqicR3atVwBzPcPUCBIFH,0.706,0.602,0,-11.663,1,0.0448,0.00433,0.000145,0.0929,0.883,122.768,147727,4,55.37422,5
Sweet Dreams (Of You),Patsy Cline,spotify:track:0gnQsZ607gfNhIUqCNFC1G,0.321,0.0227,8,-22.698,1,0.0349,0.953,0,0.313,0.312,83.319,155733,4,23.66008,8
The Boy With The Beatle Hair,The Swans,spotify:track:7I3ILUr69yANI7eWOTrE4S,0.563,0.474,10,-8.28,1,0.0292,0.765,0,0.401,0.581,84.408,148867,4,39.45235,8
Please Stay,The Drifters,spotify:track:6Y3ZRbwgdJzNFkd8knmtha,0.718,0.387,10,-10.208,1,0.0294,0.358,0,0.216,0.718,113.001,137800,4,29.665,7
How To Handle A Woman,Johnny Mathis,spotify:track:1ZUnmb11KsOyNHsx0AvZQT,0.237,0.251,7,-12.941,0,0.0326,0.896,7.7e-05,0.307,0.296,77.095,183280,1,15.83757,10
Meeting Over Yonder,The Impressions,spotify:track:3OCsha0Xf1oehh3PMnEiZ3,0.722,0.563,11,-7.067,1,0.0377,0.529,0,0.0973,0.838,114.756,138973,4,30.3342,8
Stay,Maurice Williams & The Zodiacs,spotify:track:4jtxk24eyUY3F9y3ucjxe0,0.419,0.681,7,-11.137,0,0.04,0.777,0,0.255,0.788,118.904,99213,4,27.3053,8
Anything,Eric Burdon & The Animals,spotify:track:2IL8DHt6a6aoIakPqKA4Me,0.493,0.387,2,-12.73,1,0.0272,0.72,0.696,0.147,0.352,88.334,201960,4,29.2916,11
I've Passed This Way Before,Jimmy Ruffin,spotify:track:7G4ggNSeJG6P82Yk0fvvdR,0.723,0.467,10,-12.12,1,0.0364,0.459,0,0.348,0.848,110.8,162760,4,19.75031,9
Most People Get Married,Patti Page,spotify:track:4sIhCCduHFSUFlhk7g6SXX,0.575,0.433,1,-13.49,1,0.064,0.677,9.46e-06,0.118,0.71,159.777,120400,4,41.90374,6
White Christmas,Bing Crosby,spotify:track:4so0Wek9Ig1p6CRCHuINwW,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,177480,3,87.95962,6
I Do,The Marvelows,spotify:track:3Zs0dCcOoAkxwnYuKYCWZP,0.543,0.715,9,-5.195,1,0.0579,0.752,0,0.107,0.862,99.055,150307,4,79.33959,5
The Ways To Love A Man,Tammy Wynette,spotify:track:3tjcWYIhfDi6kPCvZbBvCJ,0.587,0.249,9,-14.1,1,0.0278,0.733,0.00732,0.0891,0.48,94.305,147493,4,21.55032,10
It's Your Thing,The Isley Brothers,spotify:track:3HBZlVF9yJnHUFd5zKCPCd,0.38,0.305,11,-15.317,0,0.0883,0.803,0.00109,0.171,0.283,77.401,462267,4,35.81224,21
In A Moment,The Intrigues,spotify:track:029711BlHKszqkSd9GaNI6,0.523,0.802,4,-5.612,1,0.0431,0.215,0,0.202,0.966,128.578,168961,4,29.8558,9
Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin,spotify:track:7vNq9awmDqVRUhA0HW1OaL,0.635,0.582,7,-10.071,1,0.0494,0.748,0,0.489,0.747,111.656,142693,4,56.6411,5
Little Coco Palm,Jerry Wallace,spotify:track:6aJI1JpnsJ85NjV8rm5IAt,0.517,0.667,1,-12.415,0,0.0367,0.147,3.16e-05,0.184,0.846,75.369,141667,4,53.70107,5
Movin',Bill Black's Combo,spotify:track:5QSQFf6dWrtGx6bukUd66y,0.702,0.743,9,-7.479,0,0.0406,0.684,0.353,0.081,0.796,108.025,124440,4,67.92668,6
Just Got To Know,Jimmy McCracklin,spotify:track:4vNFOzjhbd6b35iGTp04Xu,0.786,0.415,5,-11.411,1,0.0576,0.243,0.000654,0.104,0.857,77.016,197200,4,31.01418,11
Your Good Thing (Is About To End),Mable John,spotify:track:4rz596X40rwNfOhwTs7dgI,0.639,0.23,0,-12.466,1,0.0422,0.745,0.000216,0.105,0.268,133.493,176453,3,31.2509,9
Somebody's Sleeping In My Bed,Johnnie Taylor,spotify:track:6adDLR9RTXyi4DMRbZJerC,0.494,0.393,10,-11.656,1,0.0367,0.315,3.23e-06,0.116,0.662,173.043,169427,3,20.39224,6
Summer Means Fun,Bruce & Terry,spotify:track:4Z7iDFkWNxRfjd9jvLgbbI,0.476,0.633,5,-9.105,1,0.0306,0.417,0,0.152,0.964,77.69,139867,4,73.9801,5
I Can't Hear You,Betty Everett,spotify:track:0kTsnqvga2TQwcItM5Gtb0,0.36,0.463,2,-10.902,1,0.0358,0.641,1.2e-05,0.378,0.496,192.874,142759,4,28.17072,9
I Can't Make It Alone,Lou Rawls,spotify:track:1qI1WNtPwjwkT0bM3bHTJR,0.554,0.577,2,-9.571,1,0.0261,0.613,0.00129,0.663,0.687,93.614,181773,4,47.1416,6
Take Me For A Little While,Vanilla Fudge,spotify:track:2AXigUpz4ycfVS550RH8wI,0.301,0.416,10,-16.015,1,0.0348,0.0296,0,0.329,0.517,89.081,235133,4,93.14226,10
Copy Cat,Gary U.S. Bonds,spotify:track:0E3gyl8y7IQaxft5gEhvbv,0.534,0.74,5,-9.585,1,0.0493,0.636,0,0.168,0.792,92.235,159107,4,62.65991,7
Hurdy Gurdy Man,Donovan,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,193467,4,25.52554,9
Where Love Has Gone,Jack Jones,spotify:track:75uJA2T7X9DhFTOlwDUn4o,0.208,0.273,10,-8.895,1,0.0282,0.73,1.8e-06,0.174,0.153,83.689,148693,5,95.25741,5
Little Devil,Neil Sedaka,spotify:track:4QC7vy5Oq4LKxhdPAnUJxc,0.542,0.74,0,-6.124,1,0.0317,0.61,0,0.256,0.904,154.352,162640,4,67.64216,7
Are You A Boy Or Are You A Girl,The Barbarians,spotify:track:4Lw73SYab8PsWNtElKLzCP,0.482,0.57,2,-9.87,1,0.0311,0.0296,0,0.3,0.83,143.062,137867,4,31.14764,8
Am I That Easy To Forget,Engelbert Humperdinck,spotify:track:5HcqnshkXbcCVIXxc75vi4,0.429,0.334,4,-13.55,1,0.0284,0.301,0,0.0881,0.453,108.802,189933,3,17.43627,9
You Mean The World To Me,David Houston,spotify:track:7DInsiLkwZbv37GM8XlvUm,0.585,0.377,5,-13.253,1,0.0407,0.856,0.053,0.105,0.431,120.386,135640,3,57.26536,7
We'll Sing In The Sunshine,Gale Garnett,spotify:track:3WYYzUlLrl4NVNeoKd7MnG,0.536,0.351,11,-8.026,1,0.0266,0.762,0,0.22,0.532,106.73,179120,4,20.30345,10
(I'm So) Afraid Of Losing You Again,Charley Pride,spotify:track:5drsRsgpbfvKGlhMcb5hKt,0.525,0.354,4,-12.332,1,0.0344,0.466,3.86e-05,0.246,0.495,109.498,173320,4,31.23785,11
Going Going Gone,Brook Benton,spotify:track:1ddtHZH3GqkUHUJJ7i24ur,0.269,0.254,5,-16.675,1,0.0357,0.896,7.83e-05,0.143,0.26,172.549,170333,3,55.77058,9
She Really Loves You,Timi Yuro,spotify:track:1Kd5vbYmkaDSed6gJrDHGk,0.378,0.355,4,-10.01,1,0.0363,0.898,0.000575,0.323,0.211,79.627,165427,3,27.73739,8
Lodi,Creedence Clearwater Revival,spotify:track:1Ay5MiilZj2ZGQLeTWVJ6o,0.773,0.675,5,-8.697,1,0.0281,0.324,0.000112,0.0896,0.925,126.866,193293,4,34.54682,10
Livin' Above Your Head,Jay & The Americans,spotify:track:36bdQ20bomVkGt6FGD96lu,0.602,0.566,0,-10.499,1,0.0349,0.683,0,0.557,0.87,125.157,174640,4,25.65717,9
I Promise To Wait My Love,Martha Reeves & The Vandellas,spotify:track:3oBDHEINmsaU8t7hDWrOSr,0.739,0.631,7,-8.601,1,0.0502,0.117,0.268,0.0597,0.901,109.096,126720,4,28.38023,8
Nothing Can Change This Love,Sam Cooke,spotify:track:6e6Kxot9nHyZ4I8GgmGKII,0.373,0.301,9,-11.843,1,0.0314,0.769,0,0.0816,0.436,65.488,158680,3,42.48228,6
It Won't Be Wrong,The Byrds,spotify:track:46uLYXCBGVCkAFLV6YH2PQ,0.496,0.701,9,-9.506,1,0.0401,0.295,0.000111,0.202,0.86,123.148,117893,4,42.21502,6
Everybody Monkey,Freddy Cannon,spotify:track:6HROMYV69bB8qzrAdQoKaM,0.522,0.826,8,-4.733,1,0.034,0.259,2.34e-06,0.0581,0.972,145.378,169320,4,50.73809,7
You've Really Got A Hold On Me,The Miracles,spotify:track:7wLRmjiDYI6flIVzboUqSV,0.68,0.448,0,-8.398,1,0.0302,0.698,0,0.227,0.567,118.461,177707,3,28.54759,8
Autumn Of My Life,Bobby Goldsboro,spotify:track:7oGKsZIfauHlqrHdfFV5rJ,0.406,0.324,7,-12.429,1,0.0276,0.142,0.0359,0.22,0.314,100.957,211627,4,29.82974,12
People Say,The Dixie Cups,spotify:track:27M1TykdEo1TQc00E6gi0f,0.587,0.361,0,-13.296,1,0.0518,0.381,0,0.206,0.868,125.5,156965,4,28.19639,9
Don't Have To Shop Around,The Mad Lads,spotify:track:2uzchPY6uyXPEYFzWiT1rh,0.561,0.203,3,-11.931,1,0.0312,0.654,0.0853,0.0997,0.295,131.348,170560,3,31.16751,9
Papa-Oom-Mow-Mow,The Rivingtons,spotify:track:0As6CEEV5d6tOEFhSx444J,0.563,0.696,11,-12.653,1,0.0413,0.399,0,0.157,0.788,158.893,143173,4,33.92371,7
Bits And Pieces,The Dave Clark Five,spotify:track:3bMt6mpqpDiCRQ3poewMAo,0.485,0.835,5,-8.871,0,0.101,0.0225,0.000114,0.0766,0.974,143.853,118907,4,32.57656,5
Sing A Simple Song,Sly & The Family Stone,spotify:track:3QbfWiLvHcAMYmdRPd9WnX,0.463,0.693,11,-10.387,0,0.0782,0.327,2.76e-06,0.236,0.735,100.965,235827,4,31.21546,12
White Houses,Eric Burdon & The Animals,spotify:track:2HTDCO1DFp5QNJMbn1IVsa,0.534,0.36,2,-18.08,1,0.0394,0.894,0.101,0.0976,0.671,162.38,233333,4,25.20343,11
Good Time Tonight,The Soul Sisters,spotify:track:58i8TipAFPTXapgSOyj8AK,0.652,0.457,10,-11.414,1,0.0272,0.18,0.866,0.29,0.96,77.658,178733,4,54.75923,9
Crossroads,Cream,spotify:track:6PUabSMXmPnZna361Wwmf7,0.391,0.756,7,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467,4,41.04312,11
Teach Me Tonight,George Maharis,spotify:track:3s6pnpgC7aDwR6tSByPpef,0.273,0.175,3,-17.628,1,0.0439,0.853,0,0.171,0.216,203.335,171693,3,78.42841,7
La La La La La,The Blendells,spotify:track:7tpKhVU4RzCK8R6Ry0exhb,0.519,0.414,7,-18.432,1,0.0541,0.0362,0.000232,0.662,0.824,129.553,176507,4,81.6361,7
A Fool In Love,Ike & Tina Turner,spotify:track:6Srd24SS5VX3tKztnos6gk,0.615,0.479,7,-8.429,1,0.0644,0.588,0.000277,0.272,0.788,127.04,160627,4,31.80548,8
Máh-Ná-Mah-Ná,Piero Umiliani,spotify:track:3Mz27X48Ey7MbfLOmSzkBK,0.75,0.512,0,-10.834,1,0.0721,0.138,1.8e-06,0.395,0.825,100.989,115682,4,53.95194,6
Long Live Love,Sandie Shaw,spotify:track:7007XzDvqzxH3pl84LkS9z,0.534,0.468,0,-8.76,1,0.0571,0.599,0,0.237,0.898,151.58,162133,4,35.69243,10
Popeye Joe,Ernie K-Doe,spotify:track:3wCYTAYVMl5t5QceSHU9GL,0.749,0.344,7,-14.687,1,0.0336,0.727,0,0.0744,0.946,113.338,157200,4,62.13006,7
The Way Of A Clown,Teddy Randazzo,spotify:track:56YrgSYKa0xnO703475P6Y,0.446,0.579,0,-6.447,0,0.0308,0.386,5.18e-06,0.357,0.526,114.526,163985,4,38.19265,8
Do I Love You?,The Ronettes,spotify:track:2WnqwGtx6qbD3HFpj4NeJy,0.467,0.714,1,-8.796,1,0.0399,0.498,0.0034,0.046,0.364,144.915,176147,4,26.36551,8
Misty,Johnny Mathis,spotify:track:4uxsv9PjV3Yeyn51RdWvGJ,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,216573,4,78.39947,9
Don't Let The Joneses Get You Down,The Temptations,spotify:track:1megsUXcXPoCWKxIjyc3y0,0.526,0.737,2,-9.816,0,0.102,0.646,0,0.207,0.681,118.001,284893,4,27.81549,12
Sometimes I Wonder,Major Lance,spotify:track:7hYRSuBF8ZfV5gQlTWVqoX,0.657,0.519,7,-10.346,1,0.0282,0.629,3.11e-06,0.255,0.75,111.651,132800,4,37.09508,8
Somewhere In Your Heart,Frank Sinatra,spotify:track:4rB2bQq7cxr4lpveycGy0R,0.257,0.481,8,-5.674,1,0.0337,0.636,0,0.0845,0.469,128.737,147533,3,78.60034,6
Come See About Me,The Supremes,spotify:track:307kcWJQNMdiYYKj1LgClU,0.732,0.506,7,-11.735,1,0.0462,0.688,1.04e-06,0.146,0.867,126.325,163093,4,46.99032,7
Little Red Rooster,Sam Cooke,spotify:track:1msykqPE0qoZig4nb9khI0,0.597,0.64,9,-7.719,1,0.0427,0.588,0,0.526,0.823,92.422,171827,4,52.82149,7
The James Bond Theme,Billy Strange,spotify:track:2hLB8P5TOz1lr7IzRCkXyi,0.514,0.25,5,-16.405,0,0.0519,0.945,0.919,0.112,0.567,99.083,159227,3,21.21126,9
I'm Saving My Love,Skeeter Davis,spotify:track:38SpiDNzvOW86mGLHAdFFe,0.246,0.374,4,-9.979,1,0.0278,0.894,1.41e-06,0.129,0.591,177.226,119973,3,32.05882,8
One Fine Day,The Chiffons,spotify:track:6vcG9EgeqJUSmmF65lxUm6,0.251,0.868,1,-2.685,1,0.128,0.488,7.34e-06,0.814,0.599,177.13,128200,4,27.67529,10
Up And Down,The McCoys,spotify:track:0o4pKAWsrM8YKfkCC5Xjxy,0.647,0.435,2,-11.186,1,0.0376,0.262,0,0.249,0.941,132.401,180333,4,57.64618,8
I'm Down To My Last Heartbreak,Wilson Pickett,spotify:track:0eWa22YmeI7G8crySg2E7D,0.37,0.655,7,-6.851,1,0.0413,0.255,0,0.119,0.454,108.032,155536,3,27.59789,8
(Here They Come) From All Over The World,Jan & Dean,spotify:track:5TrvERHRtiRshORTehfs0w,0.461,0.68,0,-10.699,1,0.0446,0.621,7.74e-06,0.906,0.957,149.771,164600,4,35.56976,9
(Say) You're My Girl,Roy Orbison,spotify:track:6qJSIEaUw2VDYRzzHcKjqm,0.424,0.657,0,-5.801,1,0.0289,0.727,0.000162,0.153,0.85,155.56,165427,4,60.6395,7
California Girls,The Beach Boys,spotify:track:6bJuuCtXYiwOcKT9s8uRh8,0.503,0.62,11,-6.069,1,0.0295,0.471,0,0.159,0.713,116.595,160360,4,23.80881,9
Twistin' Matilda (and the channel),Jimmy Soul,spotify:track:6Pi8qqxac8KYv7QyEfgHUm,0.492,0.816,7,-8.273,1,0.155,0.714,0,0.105,0.81,141.212,177293,4,25.26843,8
Almost Persuaded,David Houston,spotify:track:2Krnm3qWdy4VG5vTkT0cDn,0.251,0.338,8,-11.897,1,0.0382,0.861,0,0.144,0.353,81.642,176360,3,24.59656,7
(You're Gonna) Hurt Yourself,Frankie Valli,spotify:track:0ppuz64FCc6gyXk0MojsdJ,0.669,0.581,10,-6.929,1,0.0616,0.511,0,0.222,0.659,135.774,152293,4,33.67283,9
Secretly,The Lettermen,spotify:track:2jRAvJqykySWxGmdD5BCWS,0.707,0.436,3,-13.399,1,0.0295,0.584,1.64e-06,0.644,0.648,114.897,138133,4,45.03473,8
Where The Sun Has Never Shone,Jonathan King,spotify:track:5jlpKLVutiVG9f9CMYkJRF,0.154,0.518,7,-11.428,1,0.0358,0.72,0,0.184,0.473,181.772,177787,3,24.63939,10
Language Of Love,John D. Loudermilk,spotify:track:02DoAJpOC8XrHFrYobz48F,0.603,0.689,2,-12.078,1,0.0381,0.778,2.42e-05,0.135,0.955,153.098,107333,4,40.08241,6
Little Altar Boy,Vic Dana,spotify:track:2I88KzN9B9y7H0p81NtTiI,0.179,0.0307,10,-23.512,0,0.0384,0.932,5.83e-05,0.107,0.208,85.228,202027,4,27.56954,11
