Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Paradise City,Guns N' Roses,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,4,39.75447,21
Shake It Up,Bad Company,spotify:track:5KpWJgjvqMea81jjGdJW9A,0.536,0.661,7,-12.063,1,0.0287,0.00825,0,0.0633,0.844,106.221,238507,4,38.06938,11
I'm Coming Out,Diana Ross,spotify:track:3SnGymj6ijE2iuUfWxLo1q,0.72,0.828,5,-9.211,1,0.0463,0.185,0.433,0.0839,0.768,110.07,323347,4,28.15507,14
I Predict,Sparks,spotify:track:0uYHPE82I75F5W9RdwjzNC,0.795,0.829,4,-4.382,1,0.126,0.22,0,0.077,0.921,121.233,173827,4,32.25832,7
I Guess That's Why They Call It The Blues,Elton John,spotify:track:23l1kVpqMVREiwU1YAlcr4,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,285333,3,35.44215,16
If Ever You're In My Arms Again,Peabo Bryson,spotify:track:6ucfemTqUh5NjU161g4LtV,0.599,0.442,3,-9.755,0,0.0239,0.667,0,0.143,0.415,96.213,255720,4,58.52457,7
I Can't Hold Back,Survivor,spotify:track:46NtQJH1eok28bucLlHqQT,0.509,0.681,4,-10.659,1,0.0306,0.499,5.36e-05,0.1,0.33,143.645,238800,4,47.13133,9
Youth Gone Wild,Skid Row,spotify:track:1jF5Id0OPFU1Mae8BEUF5u,0.536,0.72,7,-11.277,0,0.0436,0.00202,0.000127,0.357,0.633,117.367,198907,4,41.9136,9
Who Says,Device,spotify:track:5j54JVrEvm01pis0PF3XJ6,0.615,0.811,5,-12.636,0,0.031,0.0253,0.165,0.0878,0.912,124.731,292067,4,47.58976,13
There Goes My Baby,Donna Summer,spotify:track:6FY0PMsCTpCzm4G1Z3VSn2,0.79,0.622,10,-10.568,1,0.0408,0.118,0.00335,0.0549,0.843,121.221,247360,4,24.4976,13
Holiday Road,Lindsey Buckingham,spotify:track:38i0QcGQ9hu8PMk4QObUTj,0.428,0.608,5,-13.729,1,0.0655,0.0144,0.000211,0.728,0.92,188.643,131520,4,29.1831,9
Feel The Heat,Jean Beauvoir,spotify:track:5ZF6C6EdmJnOmisRh0nlbU,0.683,0.711,4,-12.836,0,0.0496,0.0727,0.00284,0.344,0.851,103.324,243467,4,64.25412,10
Draw Of The Cards,Kim Carnes,spotify:track:7HVxCsQDdlIXFleuz4k8Rr,0.743,0.308,2,-14.485,1,0.0379,0.234,0.428,0.0922,0.252,91.705,295627,3,57.37429,13
Arthur's Theme (Best That You Can Do),Christopher Cross,spotify:track:5fnOrhQ4KgT5irGCjIccGH,0.526,0.515,9,-11.169,1,0.0389,0.169,0.000816,0.181,0.518,136.543,234493,4,41.78438,11
It's All I Can Do,Anne Murray,spotify:track:2Ru0Z3SgN9EwvL3o1IGs5c,0.455,0.336,1,-12.321,0,0.0275,0.198,0,0.134,0.21,137.396,172960,4,40.20733,6
Bad Medicine,Bon Jovi,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,0.555,0.973,9,-3.804,1,0.035,0.048,0,0.0853,0.805,118.642,316707,4,32.21435,11
A Lucky Guy,Rickie Lee Jones,spotify:track:2ScFhA8p6gkIfLNjzK0fun,0.559,0.307,1,-9.791,1,0.0315,0.234,0.00159,0.106,0.194,109.779,249613,3,53.41137,10
Thorn In My Side,Eurythmics,spotify:track:3v9ELl9T121dhadZyIiQVn,0.663,0.903,7,-2.529,1,0.0294,0.0421,1.44e-05,0.131,0.774,122.206,253400,4,40.80806,10
Desire,U2,spotify:track:4D01oA1mGouaAT7fubvKRT,0.49,0.827,8,-9.481,1,0.0482,0.000212,0.00406,0.112,0.626,108.577,179360,4,59.21642,6
Route 101,Herb Alpert,spotify:track:1Tf0xSQyh7O1bsgwjNRkCl,0.691,0.773,7,-9.226,0,0.0305,0.126,0.564,0.063,0.738,131.023,202367,4,60.45551,9
Dr. Heckyll & Mr. Jive,Men At Work,spotify:track:5f4oy73KathdqPVm746x9x,0.437,0.81,4,-5.396,1,0.0955,0.153,0,0.114,0.616,147.723,276893,4,25.39059,11
Love's Been A Little Bit Hard On Me,Juice Newton,spotify:track:6PrZZeyqD3IGt0fDdaCTuP,0.565,0.698,9,-7.619,1,0.0297,0.0235,0.000118,0.141,0.732,144.996,189613,4,36.13241,10
Why Should I Cry?,Nona Hendryx,spotify:track:7HhPOs2zt5fq2h6HJtwSAL,0.761,0.785,6,-14.423,1,0.0498,0.167,0.000504,0.0279,0.618,116.162,346773,4,20.02743,14
Turn Me Loose,Loverboy,spotify:track:2Z81PDDYNMTxZKiU2XIuFx,0.588,0.641,5,-12.205,1,0.0312,0.0841,0.000663,0.303,0.548,119.374,337933,4,32.38376,13
Tender Love,Force M.D.'s,spotify:track:1WtkrKWpfFx75erK1VqtQh,0.34,0.336,8,-7.288,1,0.0289,0.765,0.000114,0.126,0.0932,142.631,234053,4,44.35343,11
The Secret Of My Success,Night Ranger,spotify:track:3M2yrfGLuKQPpQGt01k3Po,0.612,0.777,7,-10.887,1,0.0403,0.168,0,0.256,0.588,121.316,267200,4,33.37235,14
Don't Lose My Number,Phil Collins,spotify:track:2ZIzyHDYsXIHUojfr6bAbO,0.585,0.832,5,-5.016,0,0.0814,0.168,5.09e-05,0.0634,0.952,80.614,288547,4,46.35015,10
Part-Time Lover,Stevie Wonder,spotify:track:0Dm43YLUlGdePpSbI1ct8h,0.662,0.624,10,-13.606,0,0.0417,0.165,0,0.0674,0.961,174.513,252560,4,44.74667,12
Misled,Kool & The Gang,spotify:track:1kMInPKhtOag4FX4cMlqOT,0.827,0.643,11,-7.806,1,0.0455,0.012,0.00239,0.0365,0.938,122.373,246293,4,37.00002,9
What You Get Is What You See,Tina Turner,spotify:track:0sV4dD1PiuLKpNxdK0Y9HH,0.623,0.628,5,-10.253,1,0.0349,0.0153,0.0229,0.244,0.93,156.292,271533,4,38.19563,14
The Wild Life,Bananarama,spotify:track:4xsA9lDQnKIk78YaBOSp9X,0.585,0.877,6,-6.441,1,0.0405,0.165,0,0.158,0.814,159.769,197929,4,37.39248,12
Overkill,Men At Work,spotify:track:3iA4foXIFpekwHyma7pRs1,0.646,0.809,1,-3.99,0,0.0282,0.0854,0,0.0806,0.588,139.2,229467,4,41.32761,12
State Of the Heart,Rick Springfield,spotify:track:5EnQ2C6iR3qRVsdbFKAoGE,0.662,0.462,2,-15.808,1,0.0287,0.0147,1.67e-06,0.383,0.621,107.556,242107,4,35.01498,12
"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,spotify:track:0ACu78PvVsOFYIKgRkKbGZ,0.517,0.335,4,-13.104,1,0.0324,0.561,0,0.0876,0.163,138.096,244360,4,44.51819,7
Here She Comes,Bonnie Tyler,spotify:track:1JuJ1ahBFDLecJppKm33X6,0.767,0.558,1,-9.704,1,0.0279,0.257,3.29e-05,0.0641,0.941,94.636,202293,4,61.03049,9
Never Say Die (Give A Little Bit More),Cliff Richard,spotify:track:1AmrdnYmIVhR7X0jBaz6Bw,0.756,0.643,8,-6.361,0,0.0382,0.0242,0.000495,0.128,0.841,101.728,222200,4,42.29376,8
Landslide,Olivia Newton-John,spotify:track:5uuHIL4VUzftdHO9UPV39Z,0.736,0.56,2,-12.246,1,0.043,0.206,0,0.231,0.88,131.352,267093,4,39.21373,10
Encore,Cheryl Lynn,spotify:track:48ifRcXHbUjc1moUjJcwhx,0.703,0.84,1,-9.805,1,0.0485,0.0333,0.000396,0.997,0.88,108.763,319760,4,31.85049,10
No One In The World,Anita Baker,spotify:track:3P8v2bYhgJ7Eba8Br6pr3H,0.595,0.557,10,-8.305,1,0.0253,0.543,0,0.176,0.415,90.177,246907,4,28.02644,11
Animal,Def Leppard,spotify:track:4qjscZh4jfhkpcQG4ZQfi2,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4,17.38074,12
Close Enough To Perfect,Alabama,spotify:track:04u8JJN1TTwFrFkYnLlaPU,0.588,0.442,7,-9.71,1,0.0274,0.148,0,0.0445,0.402,135.476,212640,4,35.75679,11
Chain Reaction,Diana Ross,spotify:track:3N3UmpRUvoZQrUREMen54e,0.806,0.6,11,-9.642,1,0.0329,0.091,0.000436,0.0836,0.756,127.814,227880,4,31.16615,14
I've Done Everything For You,Rick Springfield,spotify:track:2L51ByCm8ugVheFc8UklzS,0.594,0.898,4,-4.796,1,0.0452,0.0228,0,0.0627,0.808,161.512,197053,4,29.94205,12
Hanging On A Heart Attack,Device,spotify:track:5hsC00g3JK5ZvWlBOZOUQi,0.505,0.891,6,-12.17,0,0.0487,0.00336,0.00675,0.329,0.475,98.483,310427,4,43.13202,13
Object Of My Desire,Starpoint,spotify:track:63Ql2zSLiBryLRPihaUToK,0.78,0.695,5,-10.906,0,0.0539,0.0412,0.0036,0.0345,0.887,116.122,306453,4,72.21505,13
Gold,Spandau Ballet,spotify:track:2X9fsxb6O6bYEopJYmUbNC,0.711,0.74,10,-7.776,0,0.036,0.261,0.0114,0.104,0.638,143.047,231480,4,28.51029,13
Everything I Need,Men At Work,spotify:track:3AzJso06se44RPcNiNmi7c,0.743,0.622,4,-11.256,1,0.0275,0.129,0.00792,0.0883,0.962,129.61,214853,4,56.15588,10
I'm Not The One,The Cars,spotify:track:6eRLUjHubf9tlO7ZCc04Da,0.619,0.466,4,-11.15,0,0.0308,0.176,0.000914,0.0617,0.226,79.032,254067,4,48.90388,8
When The Night Comes,Joe Cocker,spotify:track:2HM42m9OHA1kEHbB5j7rDk,0.535,0.63,1,-9.776,1,0.028,0.111,0.000297,0.3,0.454,82.003,288733,4,37.30808,10
Vanity Kills,ABC,spotify:track:3rVMvWZ80QQUdZjbvJhNqy,0.843,0.876,0,-9.951,1,0.0525,0.119,0.00129,0.0667,0.92,125.12,209333,4,15.60415,10
The Jam Was Moving,Debbie Harry,spotify:track:4pjX1qRFtldYTNbhX3MRiz,0.815,0.546,9,-10.0,1,0.0534,0.386,2.24e-05,0.085,0.963,124.306,178533,4,49.76965,7
Real Love,Jody Watley,spotify:track:0vbbwEUSkZf3oA1dLlIoFL,0.7,0.727,7,-8.341,1,0.0737,0.00241,0.00131,0.0267,0.704,109.165,261440,4,31.53229,11
The Waiting,Tom Petty And The Heartbreakers,spotify:track:4ZA0EXmjnZIYguEMf0Mc88,0.565,0.923,2,-4.535,1,0.0316,0.0357,0,0.354,0.722,119.971,238493,4,39.31184,13
Passion,Rod Stewart,spotify:track:0vZCwj0Mq5uS8GwSIYo6Y7,0.692,0.525,9,-12.691,1,0.0373,0.0212,0.0019,0.0944,0.0879,103.679,333200,4,29.53221,17
Has Anyone Ever Written Anything For You,Stevie Nicks,spotify:track:1PAnGhRo2tHpM2DNibEEe6,0.529,0.149,5,-15.795,1,0.0257,0.951,0.0759,0.153,0.178,86.921,279413,4,22.06776,10
Running Scared,The Fools,spotify:track:6Eh3AeywAyfaYbsDgt5Zsn,0.498,0.542,9,-7.245,1,0.0451,0.431,7.68e-06,0.101,0.37,125.357,146400,3,31.97441,8
Trouble,Nia Peeples,spotify:track:3ef3MGIHAIwXAuAluLjOTJ,0.803,0.566,7,-11.199,1,0.0686,0.0438,0.263,0.0629,0.808,115.929,388333,4,34.36178,16
Why You Treat Me So Bad,Club Nouveau,spotify:track:3cL9ivTyGpd7XMpB4Img2I,0.674,0.59,7,-10.296,1,0.157,0.222,0,0.293,0.58,98.728,327640,4,28.31132,15
Victory,Kool & The Gang,spotify:track:4Qv09MYEDX74KyVtNgZiiY,0.822,0.669,3,-11.579,0,0.0461,0.00531,0.0239,0.0615,0.963,123.044,232467,4,33.85928,13
How Long,Rod Stewart,spotify:track:4c2Y6CSbllwlutw5bKaUtK,0.69,0.821,5,-5.423,0,0.0267,0.286,0.0613,0.422,0.794,116.663,254307,4,35.42258,9
Battleship Chains,The Georgia Satellites,spotify:track:0dJEQ01IPN4ukqRsPrm4ab,0.502,0.87,0,-7.705,1,0.0324,0.000522,0.00299,0.39,0.877,130.405,177215,4,28.90195,12
You Belong To The City,Glenn Frey,spotify:track:0b8eSsBka9epA2J0wnPMax,0.669,0.703,4,-5.789,0,0.0299,0.06,0.00147,0.0623,0.436,109.48,352760,4,36.00134,12
He'll Never Love You (Like I Do),Freddie Jackson,spotify:track:2OfjYx3d9MASIbUlTwdPhR,0.849,0.447,11,-14.073,0,0.147,0.261,0,0.123,0.869,115.417,283237,4,19.77861,13
A Little Good News,Anne Murray,spotify:track:5dFkgiFjPIsY7HWxsAV5h3,0.609,0.471,0,-8.115,1,0.036,0.558,0,0.0277,0.546,71.217,188307,4,22.53554,9
Beat It,Michael Jackson,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,258040,4,24.64124,9
Right By Your Side,Eurythmics,spotify:track:486W7TsJOJl2C6NktjOd9O,0.567,0.749,6,-8.321,1,0.0409,0.0388,5.35e-05,0.193,0.896,168.599,244947,4,48.60257,11
All Out Of Love,Air Supply,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,0.512,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.381,243000,4,52.31242,10
Go Down Easy,Dan Fogelberg,spotify:track:22yC2cBx4eYNtqyCEMhwUT,0.636,0.257,4,-16.584,1,0.0326,0.435,4.86e-06,0.0848,0.572,73.359,233000,4,65.32537,9
Just One More Time,The Headpins,spotify:track:7EjPHkBV0LMtzADJUlZKPJ,0.512,0.832,2,-7.875,1,0.039,0.017,0.000295,0.327,0.704,128.035,282067,4,55.07969,12
Misfit,Curiosity Killed The Cat,spotify:track:7a650uDexobOHVrUD1Crgf,0.712,0.913,9,-5.299,0,0.0475,0.526,0,0.128,0.914,116.871,241160,4,25.97399,11
Sounds Of Your Voice,Jon Butcher Axis,spotify:track:2Q9xhqp2utmGh99BYdmYnN,0.68,0.594,11,-9.808,1,0.0296,0.293,0,0.165,0.78,115.413,217973,4,31.19334,9
Kiss You (When It's Dangerous),Eight Seconds,spotify:track:7kr2ERTiInbHXCOHDhl2P9,0.675,0.638,4,-10.801,0,0.0289,0.0397,0.0672,0.0513,0.875,110.968,247693,4,22.63995,12
When I Think Of You,Janet Jackson,spotify:track:3mJ6pNcFM2CkykCYSREdKT,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,235493,4,54.63451,7
Under The Boardwalk,Bruce Willis,spotify:track:6a4mvE1CdiRMPyAvG8ByLN,0.729,0.296,2,-14.321,0,0.0286,0.747,0,0.232,0.66,114.434,183173,4,32.07535,11
Waiting For A Star To Fall,Boy Meets Girl,spotify:track:5suJZTE8SpSmR4zMqxLg3V,0.656,0.734,3,-10.25,1,0.028,0.0896,9.99e-05,0.301,0.591,116.246,266213,4,21.59085,12
Ain't Nothing Like The Real Thing/You're All I Need To Get By,Chris Christian (with Amy Holland),spotify:track:1F7UMgFk9UD0LyYKPxSJ9q,0.636,0.484,2,-9.968,1,0.0254,0.393,0,0.0929,0.454,94.68,213520,4,41.71844,9
America,Neil Diamond,spotify:track:5mY04rUWixYG9amFzMJDhI,0.548,0.488,0,-14.834,1,0.0318,0.00974,0.000205,0.187,0.269,126.446,257600,4,15.62215,10
Don't You Know How Much I Love You,Ronnie Milsap,spotify:track:6GkZDGm8BljmFJmyEmm0wF,0.866,0.427,7,-13.823,1,0.0292,0.14,2.14e-05,0.0955,0.858,105.228,215680,4,55.88318,9
Bad Boy,Miami Sound Machine,spotify:track:5AM6VOkN7ficA2O04f5JG1,0.627,0.455,0,-16.185,0,0.0806,0.0475,0.0543,0.0432,0.858,181.498,235507,4,48.46545,12
One Step Up,Bruce Springsteen,spotify:track:3ICZte49haM8ID7H6LSSjb,0.527,0.381,10,-17.408,1,0.0299,0.0546,0.00965,0.0842,0.295,150.162,261827,4,45.32622,17
Finish What Ya Started,Van Halen,spotify:track:37A5wFomo4EVz5tGInAynI,0.779,0.799,9,-14.766,1,0.0341,0.55,0.000404,0.0575,0.964,125.148,263133,4,81.17164,10
Hey Baby,Henry Lee Summer,spotify:track:5l1uGQ9RhGipgoWjbS5EvS,0.57,0.831,11,-3.977,1,0.0373,0.177,0,0.74,0.615,116.112,246120,4,19.19017,13
Haven't You Heard,Patrice Rushen,spotify:track:0rgGwEybYIQvqHf5qEkFOB,0.88,0.703,6,-8.308,0,0.0807,0.0491,0.685,0.0582,0.947,127.952,405293,4,105.30137,15
You're Only Human (Second Wind),Billy Joel,spotify:track:4aaOblwrIiVnScKL51pGdo,0.759,0.795,3,-8.713,1,0.062,0.0356,1.12e-05,0.0678,0.877,130.803,288440,4,44.12566,12
Burning Heart,Survivor,spotify:track:2VN7uPrbryJ7nE2MXX3f9a,0.652,0.609,9,-9.684,0,0.028,0.298,8.79e-06,0.0573,0.646,98.125,230107,4,46.55941,10
Casanova,Levert,spotify:track:1O7hDH3rrF8eyLxrpeoOfb,0.71,0.845,4,-3.927,0,0.0888,0.0445,1.18e-05,0.0672,0.802,92.957,262373,4,23.59002,13
Can You Stand The Rain,New Edition,spotify:track:1vbe9sh7U9vdMceAhitWr2,0.614,0.369,8,-15.182,1,0.0353,0.678,0.00235,0.143,0.733,143.319,297707,4,45.1575,10
Partyman,Prince,spotify:track:1Wn5LO7y9CLW0lHf2hNt8k,0.846,0.617,9,-11.6,1,0.0806,0.0521,0.00109,0.797,0.835,117.75,191560,4,31.76291,8
Hang On Now,Kajagoogoo,spotify:track:6BCVKcZhk5M1mHBvfOrDUK,0.593,0.589,11,-12.444,0,0.0401,0.323,0.000115,0.0722,0.764,120.292,203160,4,52.28479,9
Taking It All Too Hard,Genesis,spotify:track:6P2lntEX32VCDfkmPHrpxU,0.733,0.567,4,-9.944,1,0.0254,0.282,0.00774,0.0604,0.584,109.313,238213,4,37.23324,13
Rise,Herb Alpert,spotify:track:7znZstuIvZjldNIO1E11U4,0.814,0.454,10,-10.802,1,0.0413,0.133,0.839,0.0863,0.903,99.265,457400,4,48.5136,18
Baby Baby,Eighth Wonder,spotify:track:0na1nWfaHuIk9CR9Xij18E,0.717,0.886,5,-11.624,1,0.0472,0.478,0.0299,0.0575,0.956,117.912,242960,4,73.50857,10
Soul Provider,Michael Bolton,spotify:track:05M64X8usrSHqWTLHm48ff,0.609,0.42,0,-10.875,1,0.0249,0.08,0,0.347,0.448,83.552,267293,4,27.46371,11
Pamela,Toto,spotify:track:3LFdvM7nIV8t02zyhYLvJo,0.584,0.414,9,-16.409,0,0.0289,0.13,0.000616,0.064,0.532,97.56,309533,4,60.75856,14
Do That To Me One More Time,Captain & Tennille,spotify:track:0m4jVVZrsv0bLkAr1uM6UG,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,256667,4,42.85219,9
And The Cradle Will Rock...,Van Halen,spotify:track:4MM0jT9z9m7VFiusFrGJ8C,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,213150,4,21.28367,11
Lady Love Me (One More Time),George Benson,spotify:track:52QRIheaefNCUA4HdEGpAo,0.673,0.722,6,-8.536,0,0.0309,0.107,0,0.305,0.816,102.695,240280,4,44.06894,9
Baby Step Back,Gordon Lightfoot,spotify:track:2TwsRVSBmRBqUJRBZJVkaz,0.698,0.591,1,-9.331,0,0.0301,0.31,0.00192,0.707,0.873,109.979,228880,4,18.6209,13
The Way You Make Me Feel,Michael Jackson,spotify:track:0sKlV58cODrjxGFOyf9IXY,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120,4,37.46946,10
The Only Way Is Up,Yazz And The Plastic Population,spotify:track:5nlwajOutaUfiSayarrZTy,0.634,0.893,11,-7.432,1,0.0403,0.0619,0.00142,0.161,0.667,124.621,268373,4,56.88967,9
Always There For You,Stryper,spotify:track:59hnyuDKrI9e1F4GimuDQ9,0.539,0.727,8,-9.945,1,0.0313,0.00269,5.39e-05,0.0496,0.577,117.577,250040,4,38.37454,11
You Could Have Been With Me,Sheena Easton,spotify:track:1ONz7ocoJticKL8bw6cYEf,0.292,0.269,5,-14.78,1,0.0303,0.381,0.000104,0.24,0.268,64.302,217520,4,24.51847,9
Repetition,Information Society,spotify:track:68dNBecAvWSiSDopshj9hW,0.723,0.41,3,-14.177,1,0.0278,0.255,0.000544,0.116,0.627,97.226,274627,4,73.25206,11
One,Bee Gees,spotify:track:2TXQsN854jne8GXWbd3SJx,0.682,0.615,11,-12.839,1,0.0353,0.279,0.0414,0.036,0.958,109.047,294600,4,18.46329,11
Hooked On Swing,Larry Elgart And His Manhattan Swing Orchestra,spotify:track:4ZRVwUSquB0HzS6YztEgTD,0.676,0.585,0,-10.04,1,0.0675,0.402,0.41,0.0626,0.792,178.197,395667,4,41.5449,18
I Love Rock 'N Roll,Joan Jett & the Blackhearts,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,175173,4,31.41471,6
Church Of The Poison Mind,Culture Club,spotify:track:2DEEMhTiUMvkiHFdXkrKfI,0.597,0.902,7,-4.246,0,0.0355,0.0899,0,0.65,0.96,130.674,212147,4,29.27334,13
Fool For Your Loving,Whitesnake,spotify:track:0BdTZNyYnSIDmkqjxSB0ef,0.503,0.943,9,-4.951,0,0.0403,0.00171,4.1e-05,0.253,0.536,125.861,248547,4,21.3616,12
It Didn't Take Long,Spider,spotify:track:79b3gEFmD4SKMHZknn5LSE,0.481,0.521,0,-13.779,1,0.0516,0.0494,0,0.0894,0.594,118.762,232840,3,19.00632,9
On The Wings Of Love,Jeffrey Osborne,spotify:track:6AEdWbrFREOUNmI1hMPbyc,0.546,0.352,7,-12.066,1,0.032,0.404,0,0.355,0.39,69.199,241760,4,24.65683,11
You're Gonna Get What's Coming,Bonnie Raitt,spotify:track:0Eb081S16qeQIqWwpaUMFY,0.61,0.822,8,-7.281,0,0.0484,0.00962,2.91e-06,0.0442,0.359,139.619,212600,4,35.89837,8
Switchin' To Glide/This Beat Goes On,The Kings,spotify:track:10MhX3LZPs8VYMCfJnUOUe,0.631,0.794,9,-5.224,1,0.0326,0.0145,0.000111,0.133,0.8,122.06,377040,4,24.65829,17
Somebody's Watching Me,Rockwell,spotify:track:6A4Jc8npNo79BOgsrPptLA,0.767,0.712,1,-4.128,0,0.0324,0.0409,8.08e-05,0.132,0.804,124.091,237760,4,19.94958,11
Still Of The Night,Whitesnake,spotify:track:40GS2O35HIqhOVCFZZTfFF,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,397768,4,20.89293,14
Where Do Broken Hearts Go,Whitney Houston,spotify:track:7tLtIZclwLWk54PFAyDv5T,0.464,0.386,2,-12.174,1,0.0292,0.632,0,0.0682,0.251,61.868,277600,4,49.23549,9
Understanding,Bob Seger,spotify:track:4oBLp0Gx8xoxhq4DXcQ7ps,0.731,0.756,9,-5.95,1,0.0266,0.0766,8.91e-05,0.0448,0.514,119.61,224667,4,17.27774,10
Live It Up,Gardner Cole,spotify:track:6rA3XhfwaW4D7pPqJn8dhv,0.689,0.779,1,-11.903,0,0.0386,0.0733,0.039,0.111,0.896,119.877,226533,4,26.46041,11
Live Every Moment,REO Speedwagon,spotify:track:3ZZnvxAiNumTbQn5Oudoxd,0.524,0.916,9,-6.56,1,0.0285,0.0268,0.000441,0.265,0.963,156.656,301773,4,24.69795,15
Late In The Evening,Paul Simon,spotify:track:2h23bjG8B3bcD47HBu6bHG,0.72,0.88,5,-8.988,1,0.0406,0.199,0.0246,0.0865,0.961,118.623,242707,4,32.19116,11
So Close,Diana Ross,spotify:track:4zmc1CEMDAs7CNXEIyrtbp,0.659,0.737,9,-8.385,1,0.0372,0.18,0,0.249,0.777,114.999,253173,3,42.73844,11
I Wouldn't Have Missed It For The World,Ronnie Milsap,spotify:track:7sNKhnl4MZnHdMzvmC4jG5,0.663,0.511,7,-10.843,1,0.0259,0.0637,1.09e-06,0.101,0.579,114.003,217827,4,27.4017,11
I Ran (So Far Away),A Flock Of Seagulls,spotify:track:2Rwux3fRY1xxl167muIo93,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,219907,4,33.30111,12
My First Night Without You,Cyndi Lauper,spotify:track:62IZzPQIZhWWOnHaGWjrx9,0.726,0.458,10,-10.172,1,0.0334,0.195,0.000306,0.111,0.504,104.059,181333,4,24.66649,8
Change,John Waite,spotify:track:00ODCfwZix0sfqSfBYT18Z,0.403,0.848,11,-11.615,1,0.0625,0.246,0,0.616,0.622,149.028,196693,4,19.65325,9
Ready Or Not,Lou Gramm,spotify:track:6P1zaBgYv8c1A0vdJ6bBMV,0.651,0.937,9,-4.145,0,0.042,0.0106,5.52e-05,0.155,0.885,116.932,202853,4,28.862,10
Your Wildest Dreams,The Moody Blues,spotify:track:1T4iwEA2ySieXjWxjiMVWs,0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362,291000,4,32.21662,8
My Girl,Donnie Iris,spotify:track:0CWpjV8YpFB4QTY8ZviQqU,0.637,0.716,0,-10.843,1,0.0339,0.0263,0,0.109,0.91,102.863,236200,4,80.42533,8
Major Tom (Coming Home),Peter Schilling,spotify:track:709ffFK4o4MtG1NKoLvOma,0.787,0.42,4,-14.32,0,0.0645,0.153,0.164,0.169,0.838,161.247,301373,4,28.37468,13
Seasons,Charles Fox,spotify:track:2gRwQOZW4UyS8OqhDXscAo,0.433,0.407,2,-11.816,1,0.0298,0.212,0.879,0.12,0.24,143.88,186853,4,81.77841,6
10-9-8,Face To Face,spotify:track:5EuHpH5tpXkXpGHt8Zlafa,0.731,0.798,6,-8.004,0,0.0432,0.0135,0.0084,0.252,0.766,119.723,234560,4,55.11102,9
What Kind Of Fool Am I,Rick Springfield,spotify:track:3C7HthJQqYH5me3Gx2HrGb,0.611,0.453,2,-11.383,1,0.0434,0.483,0,0.0774,0.321,118.921,200640,4,36.73739,8
I'm Free (Heaven Helps The Man),Kenny Loggins,spotify:track:03xU1bLqUkwo4ae3flK5Di,0.585,0.807,8,-6.308,1,0.039,0.0901,0,0.27,0.814,160.253,226267,4,22.7782,12
Lead Me On,Amy Grant,spotify:track:0viCxBdQvd5WE4M1lXzv7u,0.495,0.844,6,-5.247,1,0.0275,0.00703,9.75e-05,0.244,0.429,94.733,336387,4,28.11568,11
Causing A Commotion,Madonna,spotify:track:3sX3c6QUPSAiKf77RZRf5B,0.771,0.749,5,-10.628,0,0.0401,0.216,0.00184,0.135,0.854,119.875,261667,4,33.22022,15
U Got The Look,Prince,spotify:track:2X6okzhnNPSzh9yxDMHHe3,0.832,0.453,9,-15.012,1,0.0618,0.172,2.27e-05,0.0549,0.783,122.363,227707,4,27.40171,11
Teach Me Tonight,Al Jarreau,spotify:track:55shJy826YxyMjwqbOTDtJ,0.285,0.294,2,-13.152,1,0.037,0.0868,3.9e-05,0.104,0.264,206.128,253133,3,124.91252,11
Still In The Game,Steve Winwood,spotify:track:6NOhpnSTnZy1tvVRHMwvMj,0.642,0.748,2,-10.116,1,0.027,0.364,0.301,0.222,0.935,134.733,290840,4,54.86821,14
Talking Back To The Night,Steve Winwood,spotify:track:09rPMrDjbJw8RUef9TXh7N,0.735,0.65,7,-10.736,0,0.0289,0.654,0.0742,0.0831,0.937,126.37,343000,4,30.90418,13
Midnight Rendezvous,The Babys,spotify:track:4z46WAT4qWzJ6wI9eZDAaK,0.64,0.786,9,-6.905,1,0.0336,0.0762,0,0.249,0.848,130.128,216053,4,44.06427,8
